City,State,Shape,Duration.in.seconds,Description,Date,Longitude,Latitute,Duration
Terrebonne,OR,Cigar,600,Shimmering Silver Metallic Shape.....No Sound(S) Moving Slowly To The South.,8/5/2012,44.3530556,-121.1766667,600
Syracuse,NY,Disk,120,Silent Luminescent Disc Shining In The Pre-Dawn Sky,4/16/2005,43.0480556,-76.1477778,120
London Mills,IL,Disk,1800,I Was Working At The Mecco Mine Near London Mills Il On 10/05/68.   Fall Was Dry So Need For Pumps In The Strip Mine After A Rain Was,9/6/2002,40.7105556,-90.2661111,1800
Nunda,SD,Disk,900,My Uncle Had A Close Encounter In 1968,3/21/2003,44.1622222,-97.0186111,900
Akron,OH,Cylinder,1800,I Think I Saw Either An Alien Transport Or God Doing Something Wonderful.,4/16/2005,41.0813889,-81.5191667,1800
Hudson,NH,Circle,3600,((Hoax??))  Three Of Us Saw  Lights In The Sky And Lost At Least One Hour . 500 Lights On Object0: Yes,2/14/2008,42.7647222,-71.4402778,3600
Allenspark,CO,Light,5,Bright White Light Moves In U-Pattern Then Fades Out.,11/11/2013,40.1944444,-105.525,5
Fresno,CA,Changing,7200,Three Objects In The Sky.,5/24/2005,36.7477778,-119.7713889,7200
Circleville,OH,Circle,2700,Large Object With Flashing Seen From 3 Directions Over Circleville.,1/10/2009,39.6005556,-82.9461111,2700
Slidell,LA,Formation,600,Appeared To Be A Formation Of Sorts At First; 1500-2500 Feet Off The Surface; 1/2-3/4 Mile In Length E-W 1/4 Mile Wide N-S; Over Lake,5/24/1999,30.275,-89.7811111,600
Cheyenne,WY,Other,90,Seen A Object In Clear Sky.looked Like Commet Coming From South To North.lost Tail Half Way Across Sky,1/11/2002,41.14,-104.8197222,90
Utica,NY,Light,120,I Looked Up At The Sky And Two Or Three Bright Red Dots Were In The Sky And Moving At Right Angles Very Fast.,4/1/2001,43.1008333,-75.2330556,120
Dana Point,CA,Fireball,10,Similar To A Shooting Star But Not Brillient Bright Green In Color With Sparkling Long Tail.,2/16/1999,33.4669444,-117.6972222,10
Houston,TX,Formation,480,4 Oblects Moving In A Tetrahedral Pattern With A Fourth Object Directly Behind,11/1/1998,29.7630556,-95.3630556,480
Mission Hills,CA,Sphere,900,Ufo And Us Military Play Follow Me If You Can.,9/24/2003,34.2572222,-118.4661111,900
Newhall,CA,Sphere,4,Luminous Green Round Sphere Of Light Moved Across Sky Fron S To Wsw,11/1/1998,34.3847222,-118.53,4
Tampa,FL,Circle,240,Traveling Across Gandy Bridge Saw Silver Saucer Shape Trailing Right Behind A Jet Approaching Tampa Intl. Airpt. I Noticed Because Th,10/19/1999,27.9472222,-82.4586111,240
Rosemount,MN,Triangle,5,I Observed 2 Rather Small Dimly-Lit Long Triangular Shaped Objects Flying In Formation Heading North At A Rater Low Altitude At Somew,1/7/2000,44.7394444,-93.1255556,5
Chesapeake,VA,Other,30,I Was Doing Some Observations For My Astronomy Class Tonight And I Saw Something Very Strange.  I Was Looking West About Forty Five Deg,10/19/1999,36.8188889,-76.2752778,30
Houston,TX,Chevron,120,I Saw An Object Chevron Shaped In The Evening Sky Moving Southwest. I Live Southwest Of Bush Intercontinental Airport And Was Watching,10/19/1999,29.7630556,-95.3630556,120
Tucson,AZ,Triangle,5,Dark Unlit Object Streaking Across Tucson Sky At Unbelievable Speed.,10/19/1999,32.2216667,-110.9258333,5
Snohomish,WA,Other,1200,There Was A Bright Flourescent Green Light In The Northeastern Sky With No Definite Shape That Had Streaks Through The Haze.,12/2/2000,47.9130556,-122.0969444,1200
Colorado Springs,CO,Triangle,300,The Trianglar Craft Was Observed Near Pikes Peak. I Saw It First. It Was Scanning The Peak With One Of Three Searchlights That Were On,2/14/2006,38.8338889,-104.8208333,300
Jerome,AZ,Changing,14400,Diamond Shaped Craft Shifts To Cylinder Over Arizona,12/2/2000,34.7488889,-112.1130556,14400
Kennewick,WA,Unknown,10,Not Too Much To Tell We Just Saw A Very Bright Light Come Overhead From The South.  Then It Dimmed As It Went Up And North At A Great,12/2/2000,46.2113889,-119.1361111,10
Daphne,AL,Circle,120,Daphne Al ( 50 Mi. West Of Gulf Breeze.) I Play Bass In A Classic Rock Band And Had Just Left Our Studio When I Saw What I Thought Wa,6/4/2004,30.6033333,-87.9036111,120
Topsfield,MA,Fireball,30,Neon Green Fireball Looking Thing.. Hit Tree Then Shot Up Into The Sky...,3/4/2003,42.6375,-70.95,30
Federal Way,WA,Fireball,600,A Ball Of Fire With A Tail Movng From North To South In The Western Ski,10/12/2001,47.3225,-122.3113889,600
Provo,UT,Circle,900,White Floating Object In Utah County,10/12/2001,40.2338889,-111.6577778,900
Key West,FL,Rectangle,600,U.f.o Hovers Over Cruise Ship Key West Flordia 2001 ..,8/12/2008,24.5552778,-81.7827778,600
Page,AZ,Circle,900,Red Fluxuating Light That Changed From Sphere To Doughnut In Appearance.,10/12/2001,36.9086111,-111.4727778,900
Henderson,KY,Oval,20,Green Meteor?  That Altered Heading??,10/31/2003,37.8361111,-87.59,20
Myrtle Beach,SC,Circle,15,My Brother Husband And I Were On Vacation In The Myrtle Beach Area During Oct. Of 2001.  I Was On The Balcony Looking At The Ocean And,3/4/2003,33.6888889,-78.8869444,15
Hillsboro,IL,Light,300,Missouri Investigators Group Report:  Bright Flashing Lights In A Circ. Pattern 34-50 Yards In Dia. Hovering About 4 Stories Up.,10/31/2003,39.1611111,-89.4936111,300
Los Angeles (San Fernando Valley),CA,Light,10,Light Moving Radiply Accross The Sky Much Faster Than Any Airplane,10/15/2002,34.0522222,-118.2427778,10
Garland,TX,Light,20,Shooting Star Changes Directions Multiple Times Lasting 20 Seconds,10/15/2002,32.9125,-96.6386111,20
Vancouver,WA,Fireball,6,Fuse Like Fireball Splits The Sky,10/15/2002,45.6388889,-122.6602778,6
Las Cruces,NM,,90,More Than One Saw The Object Over Las Cruces,10/28/2002,32.3122222,-106.7777778,90
Duluth,MN,Cross,2,Red Lights In Cross Formation Traveling East.,10/15/2002,46.7833333,-92.1063889,2
Des Plaines,IL,Triangle,900,10 Shapes Were Flying About A Mile Outside Of Ohare Field.,10/15/2002,42.0333333,-87.8833333,900
Temecula,CA,Fireball,600,Fireball Seen In Southern California,10/15/2002,33.4936111,-117.1475,600
Ione,CA,Formation,12,Very Fastsilent Vformation 5-6  Points Of Light North To South Fairly Low Not Blinking Reddish Hue. Fast.,10/15/2002,38.3527778,-120.9316667,12
Alameda,CA,Light,7,Stationary Star Moves,10/15/2002,37.7652778,-122.2405556,7
Salt Lake City,UT,Cigar,600,Utah Ufo Hunters Report:  I Noticed They Were Flying In Unison.,11/8/2003,40.7608333,-111.8902778,600
Susanville,CA,Light,2,I Was On A Boat In Eagle Lake I Looked Up And Seen A Light Streak Across The Sky From Ne To Sw At Dawn. It Was Moving Faster Than Any,10/7/2003,40.4163889,-120.6519444,2
Carpentersville,IL,Triangle,10,We Witnessed A Pyramid Shaped Object Just Above The Tree Line About 500 Feet Up Moving West Southwest At A Rapid Rate Around 8:00Ish Ce,10/7/2003,42.1211111,-88.2577778,10
Rio Grande City,TX,Cigar,5,Large Cigar Object Floats And Disappears Over Texas Brushland All In Five Seconds,2/12/2004,26.3794444,-98.82,5
Phoenix,AZ,Formation,1200,There Was A Constellation Of Stars In The Sky Except It Was Broad Daylight And  No Clouds Some Moved Then They Faded Away.,10/7/2003,33.4483333,-112.0733333,1200
Wapakoneta,OH,Light,1200,Strobing Red-White-Blue Lights Splitting In The Sky.,10/7/2003,40.5677778,-84.1936111,1200
Jenkins,MN,Chevron,10,A Chervon Object Floating In The Sky Suddenly Drops Towards The Earth And Disappears.,10/15/2003,46.6461111,-94.3344444,10
Kingman,AZ,Disk,1200,Kingman Gold Saucer Sighting,10/15/2003,35.1894444,-114.0522222,1200
Keokuk,IA,Chevron,30,A V Shaped Formation Of Dim White Lights Moving West To East Directly Overhead Quite High Moving Very Fast.,11/9/2004,40.3972222,-91.3847222,30
Hayward,CA,Light,600,Lights Above Hayward Ca,10/27/2004,37.6688889,-122.0797222,600
Indian Shores,FL,Light,4,Horizontal Traveling Red Light.,11/2/2004,27.8625,-82.8486111,4
Inwood,NY,Other,15,It Was A V Shape With What Looked Like White Lights Every Couple Of Feet.,10/27/2004,40.6219444,-73.7472222,15
Lynbrook,NY,Formation,20,3 Light Tight Formation @10X Speed Of Sataliteswith Changing Formation.,10/27/2004,40.6547222,-73.6722222,20
Tarpon Springs,FL,Unknown,12,A Totally Mysterious Solid Puff Of Dim Light Traveled Across The Sky.,10/27/2004,28.1458333,-82.7569444,12
Coatesville,PA,Other,15,White Light With Two Rows Of Red Lights Following Behind.,10/27/2004,39.9830556,-75.8241667,15
Mena,AR,Light,2,Bright Stars-Like Objects Suddenly Appear And Them Dim...Bright Star-Like Objects Moving Fast And Then Disappear,10/27/2004,34.5861111,-94.2394444,2
Wildomar,CA,Cross,20,Silent Fixed Wing Craft Without Lights.,10/27/2004,33.5988889,-117.2791667,20
Stuart,FL,Unknown,7200,Not Sure What I Saw,10/11/2005,27.1972222,-80.2530556,7200
Green Sea,SC,Triangle,10800,2-3 Hour Observation Of Triangle Craft While Hunting Top Of Trees 150 To 160  Yards Away,7/4/2012,34.1261111,-78.9758333,10800
Culver City,CA,Unknown,7200,Silvery Object Seen Hovering High-Altitude Over Culver City California,12/16/2005,34.0211111,-118.3955556,7200
Tupper Lake,NY,Light,7200,Flashing Lights,10/11/2005,44.1669444,-74.5383333,7200
Toledo,OH,Light,2880,Point Source Of Light Observed For 48 Min In Rapid Acceleration And Deceleration And Apparent Stationary Flight,10/11/2005,41.6638889,-83.5552778,2880
Great Falls,MT,Other,10800,Three Day Sighting Spectacular,11/3/2005,47.5002778,-111.3,10800
Rockford,MI,Fireball,15,Fireball Falling From The Sky,5/15/2006,43.12,-85.56,15
Salem,OR,Chevron,0.4,There Was A Lone Craft In The Skythat Seemed Pretty High. I Am Not Familar With The Exact Hieght/Locations Of Things> According To The,10/20/2005,44.9430556,-123.0338889,0.4
West Des Moines,IA,Cigar,300,Object Hovering Between 2-5000 Feet In The Air.  4-5 Strobe Lights In A Row Flashing In Sequence.  Object Hovered Without Making A Sou,10/11/2005,41.6005556,-93.6088889,300
Clearwater,FL,Chevron,6,While Sitting Outside At Night A Dark Boomerang Flew Silently Above Me. It Was Sharp Edged With Appx 4 Blurry Whiteish Lights On Each,10/11/2005,27.9655556,-82.8002778,6
Casper,WY,Sphere,30,Glowing Object Crosses Road Right To Left - Vanishes Into Ravine..Than Crosses Again Left To Right..Then Away.,10/11/2005,42.8666667,-106.3125,30
Natchez,MS,Light,2,((Nuforc Note:  May Not Be Serious Report.  Pd))  Large Bright Light.,12/16/2005,31.5602778,-91.4030556,2
Johnson City,NY,Cylinder,120,Silver Flying Cylinder.,10/30/2006,42.1155556,-75.9591667,120
Honolulu,HI,Sphere,60,One Minute Sighting Of Massive Football Sized Sphere About 2000 Ft Up,10/30/2006,21.3069444,-157.8583333,60
Sun City (West Of Phoenix),AZ,Light,1800,Circles Of Light Meet And Separate In A Distinct Pattern,10/30/2006,33.5975,-112.2711111,1800
St. Charles,IL,Formation,1200,Strange Deep Red Light Very Slowly Tracing Over Rural St Charles Il,10/30/2006,41.9141667,-88.3086111,1200
Austin,TX,Triangle,300,Two Far And Near Objects Over Austin Tx. During The Early Morning Of 10/05/2007,10/8/2007,30.2669444,-97.7427778,300
Houston,TX,Sphere,7200,Small Sphere Above Downtown Houston,10/8/2007,29.7630556,-95.3630556,7200
Selah,WA,Oval,120,I Saw A Brilliant Illuminated Object Come Straight Down Hovered Moved Two Times And Went Straight Up Out Of Site.,1/21/2008,46.6541667,-120.5288889,120
Clemmons,NC,Light,5400,A Very Slow Moving Cluster Of Bright Brilliant Lights,10/8/2007,36.0213889,-80.3822222,5400
Clemmons,NC,Diamond,1800,Sparkling Light Looks Like A Star But Flashes Rainbow Colors.  Stays Stationary.  In Northwest Sky.  ((Nuforc Note:  Star??  Pd)),10/8/2007,36.0213889,-80.3822222,1800
Salem,OR,Other,180,I Saw A Flying Craft That Was Unlike Anything Ive Ever Seen.,11/28/2007,44.9430556,-123.0338889,180
Chandler,AZ,Sphere,10800,Colorful Flashing Spheres In The Chandler Az Night Skies On 10/05/07.  ((Nuforc Note:  Sighting Of Sirius??  Pd)),10/8/2007,33.3061111,-111.8405556,10800
Milton-Freewater,OR,Light,3600,Dancing Balls Of Light Each The Size Of A Full Moon Viewed For Over An Hour From Milton-Freewater Oregon Friday October 5Th 2007.,10/8/2007,45.9327778,-118.3866667,3600
Quincy,CA,Triangle,240,Trianglar Craft Blink And Amber Lights,11/28/2007,39.9369444,-120.9461111,240
Rolla,MO,Unknown,360,Crafts Flying Over My House It Seems Like Every Night.,10/8/2007,37.9513889,-91.7711111,360
Omaha,NE,Light,35,Bright Light Over West Omaha At 11:45Pm Oct. 5Th.,11/28/2007,41.2586111,-95.9375,35
Van Alstyne,TX,Rectangle,4,4 Slanted Shimmering/Plusing Rectangles In Eastern Sky. Very Symmetrical And Evenly Spaced.,11/28/2007,33.4213889,-96.5769444,4
Phoenix,AZ,Other,50,Three  Lights No Structure Completely Black.......,10/31/2008,33.4483333,-112.0733333,50
Castro Valley,CA,Circle,300,Perfect Circular Bright Light Over S.f. East Bay Evening Of Sunday October  5Th,10/31/2008,37.6941667,-122.0852778,300
Las Vegas,NV,Changing,1800,The Vegas Lights Are Not From A Casino,10/31/2008,36.175,-115.1363889,1800
Albuquerque,NM,Unknown,3,Two Exhaust Port White Lights Streaking Across The Sky In Albuquerque That Instantly Vanished.,10/31/2008,35.0844444,-106.6505556,3
West Palm Beach,FL,Sphere,15,Possible Ufo Sighting. Need Clarification.,2/14/2010,26.7052778,-80.0366667,15
Madison,WI,Fireball,20,Rolling Ball Of Light/Fire/Gas Fell To Earth And Then Took Off.,11/4/2012,43.0730556,-89.4011111,20
Loveland,OH,Light,600,Bright White Lights. Unusually Low On Horizon. Maneuvered Like A Jet/Airplane Cannot Hovered In Air Very Close To My Location.,12/12/2009,39.2688889,-84.2638889,600
Darlington,SC,Light,7,3 Orange-Red Lights Appeared In The Sky To Form A Triangle.,12/12/2009,34.2997222,-79.8763889,7
Eagle,ID,Fireball,240,A Bright Fire Ball Light Hovering In The Lower Sky Over Boise Eagle  Area.,12/12/2009,43.6955556,-116.3530556,240
Humansville,MO,Sphere,60,10/05/09 23:00 Humansville Mo. Solid Red Ball Of Light  Travelling Directly Overhead For Approximately 1 Minute 4  Witnessess,12/12/2009,37.7944444,-93.5777778,60
Mebane,NC,Other,45,I Was Smoking A Cigarette On My Porch In The Farm House I Just Moved Into When What I Thought Was A Jet Coming Over My House. I Just M,12/12/2009,36.0958333,-79.2672222,45
Pensacola,FL,Triangle,180,Black Triangle Craft Flying Low Wilts Trees.,6/20/2012,30.4211111,-87.2169444,180
Sacramento,CA,Other,1800,Boomerang Shaped Wing Flying Silent And Low Over The I-5 Outside Of Sacramento.,5/15/2013,38.5816667,-121.4933333,1800
La Pryor,TX,Fireball,15,I Saw Something Flying In The Sky In Daylight And Have No Idea What It Was,11/21/2010,28.9408333,-99.8494444,15
Shelbyville,TN,Oval,90,Fast Moving Ovals At Night With Unison In The Sky,11/21/2010,35.4833333,-86.4602778,90
Ashville,OH,Disk,20,((Hoax??))  Lights In The Field. Five Craft Of All Different Size. Lifted From The Field And Took Off.,11/21/2010,39.7155556,-82.9530556,20
De Soto,IA,Light,3600,5 Amazingly Bright  Light Objects In  Bright Redish/Orange  October Sunset. In  Iowa.,11/21/2010,41.5316667,-94.0094444,3600
Buffalo,NY,Changing,240,Kite Shaped Object  Bright White Above Deleware Park,11/21/2010,42.8863889,-78.8786111,240
Edgerton,KS,Disk,6000,Unidentified Object With Flashing Lights Near Edgerton Ks.  ((Nuforc Note:  Possible Sighting Of The Star Vega We Suspect.  Pd)),11/21/2010,38.7647222,-95.0077778,6000
Coleman,TX,Unknown,60,Syncronised Lights Over Coleman Texas,11/21/2010,31.8272222,-99.4261111,60
Livingston,TX,Light,60,Twinkling Multi-Colored Object Stationary In Night Sky Over East Texas,11/21/2010,30.7108333,-94.9327778,60
Monroe,WA,Light,15,Single White Light Turned Into 5 Flashing Lights In A Row.,11/21/2010,47.8555556,-121.9697222,15
Cypress,CA,Triangle,5,I Saw A Triangle Shape Thing I Live 20 Minutes Away From Lax This Thing Was Higher Than A Plane Landing And Super Super Huge Triangle T,1/12/2012,33.8169444,-118.0363889,5
Idaho Falls,ID,Disk,600,Bright Neon Flashes Seen Across City Along With Power Outages And A Molten-Gold Colored Disk With Smaller Disks Coming Off Of It.,11/11/2013,43.4666667,-112.0333333,600
Oakville,CT,,300,While Walking My Dog I Noticed A Bright Orange Object Which I Thought To Be Mars. However As I Was Looking At It It Grew Brighter An,10/10/2011,41.5933333,-73.0858333,300
Enid,OK,Circle,30,Object Tracked From North To South High In Sky Became Bright Stopped In Mid Flight And Disappeared.,10/10/2011,36.3955556,-97.8780556,30
La Plata,MD,Unknown,300,Red Firey Appearence On Bottom Dark On Top Moving Slowly Over Rt 301 Then Hovers Still In Sky.,12/12/2011,38.5291667,-76.9755556,300
Boise,ID,Unknown,60,Bright Flashes,10/10/2011,43.6136111,-116.2025,60
Globe,AZ,Light,60,Bright Light Moves Across The Sky And Disappeared.,10/10/2011,33.3941667,-110.7858333,60
Miami,FL,Sphere,20,Sphere Shaped Object Which Drifted Slowly And Seemed To Disappear And Reappear Numerous Times.,10/10/2011,25.7738889,-80.1938889,20
Garden City,MI,Fireball,240,Large Bright Orange/Red Fireball That Faded And Exposed A Black Flat Object,10/10/2011,42.3255556,-83.3311111,240
Alexandria,VA,Other,5,Sitting Out On Deck. Sky Pretty Dark For Urban Area. Looking With 12X60 Binoculars In The Summer Triangle For Asterism Called The Co,10/10/2011,38.8047222,-77.0472222,5
Norwalk,CT,Changing,10800,Multiple Morphing Ufos In The Skies From Trumbull To Norwalk 10/5/11-10/7/11,10/10/2011,41.1175,-73.4083333,10800
Rockton,IL,Cone,360,It Looked Like A Planet Like Jupiter.,10/10/2011,42.4525,-89.0722222,360
Independence,MO,Circle,40,Glowing Pulsating Orange Orb Silent Low To The Ground Shot Away At Amazing Speed,10/10/2011,39.0911111,-94.4152778,40
Lake Elsinore,CA,Circle,120,Red Lighted Ufo Flying Over Ortega Mountains Lake Elsinore Side,10/10/2011,33.6680556,-117.3263889,120
Ganado,AZ,Other,240,Boomerage Shaped Object Flying Low And Quiet.,10/19/2011,35.7113889,-109.5413889,240
Auburn,NY,Triangle,120,Unbelievable Star That Turns Into A Ufo.,10/10/2011,42.9316667,-76.5663889,120
Fresno,CA,Formation,1200,Ufos Seen Near The Intersection Of Hwy. 41 And Avenue 12 North Of Fresno Ca,9/24/2012,36.7477778,-119.7713889,1200
Torrance,CA,,60,I Was Sitting At My Computer When I Saw A Light Flash Down On The Tree Between Me And My Neighbors Houses. Then It Happened Again About,10/30/2012,33.8358333,-118.3397222,60
Waterbury,CT,Unknown,420,Orange Sets Of Lights Over Waterbury,10/30/2012,41.5580556,-73.0519444,420
Idaho Falls,ID,Sphere,600,In The Sky West Of Idaho Falls Flying Objects Moving East Slowly Then Rapidly To The South. Red Orange In Color Hundreds Of Objects.,10/30/2012,43.4666667,-112.0333333,600
Blackstone,MA,Other,45,Football Shaped Object Moving Steadily Across Daytime Sky.,10/30/2012,42.0177778,-71.5416667,45
Kansas City,MO,Disk,180,Photo Picks Up 2 Pink Ufos,10/30/2012,39.0997222,-94.5783333,180
Columbus,MS,Sphere,900,Bright Sphere Like Object Or Fireball Spotted Above Columbus Ms With Military Aircrafts Appearing To Investigate.,10/30/2012,33.4955556,-88.4272222,900
Lexington,MA,Unknown,30,Strange Flying Lights In The Nights Sky,10/30/2012,42.4472222,-71.225,30
Mountain Home,AR,Other,300,Three Brilliant Bright Lights In A Spaced Line Formation Attached To An Incredibly Large Aircraft In A Diagonal Position.,10/30/2012,36.3352778,-92.385,300
Fitchburg,MA,Fireball,900,Orange Like Fireball Orb Floating Then Sped Off And Dissapeared,10/30/2012,42.5833333,-71.8027778,900
Barnard,VT,Sphere,180,Bright Orange Glowing Orb Over Barnard Vt,10/30/2012,43.7286111,-72.6194444,180
Peoria,AZ,Fireball,300,My Wife And I Were Sitting On Our Back Porch Facing North In Our Home In Peoria When We Observed A Fireball That Looked Like A Comet O,10/30/2012,33.5805556,-112.2366667,300
South Windsor,CT,Oval,420,Observered Several Bright Orange Oval Shaped Lights Over South Windsor Ct Around 10 Mins,10/30/2012,41.8488889,-72.5722222,420
Tulsa,OK,Formation,120,Armada Of Star-Like Objects Moving Across Oklahoma Night Sky,10/30/2012,36.1538889,-95.9925,120
North Myrtle Beach,SC,Light,480,More Reddish-Orange Light Activity In North Myrtle Beach Sc.,10/30/2012,33.8158333,-78.6802778,480
Milford (Gulf Beach),CT,Fireball,900,Sequence Of Five Orange Lights In Identical Transit,10/30/2012,41.2222222,-73.0569444,900
Agoura Hills,CA,Fireball,180,Intense Bright White Round Light With Purple Blinking Within It; Darted Up Down Sideways Circling Around  Repeated The Motions.,10/30/2012,34.1363889,-118.7736111,180
Asbury Park,NJ,Fireball,180,I Was Standing Near The Beach Taking My Two Dogs Out For A Walk At 21:30.  I Saw Numerous Orange Colored Lights In The Sky Moving From,10/30/2012,40.2202778,-74.0125,180
Gautier,MS,Light,600,4 Red Lights Seen Over The Gulf And Appeared To Drop Red Lights Or Flares.,10/30/2012,30.3855556,-88.6116667,600
Excelsior,MN,Triangle,180,Speed And Height Of Aircraft Was Not Sustainable By Anything But A Helicopter For The Two Minute Duration Of Observation,10/30/2012,44.9033333,-93.5661111,180
Rockville,MD,Other,1800,Blue Falling Object Followed By 2 White Lights And Aircrafts Searching Rockvillemd,10/30/2012,39.0838889,-77.1530556,1800
Hayward,CA,Chevron,8,Stealth Bomber Looking Craft Maybe Drone Silent Low-Flying 25 Ft Wing Tip To Wing Tip Probably Us Military,10/30/2012,37.6688889,-122.0797222,8
Garland,TX,Chevron,10,I Saw A Dark V Cloud Fly Over My Head At 2000 Mph,10/30/2012,32.9125,-96.6386111,10
Altamont,NY,Light,420,Three Bright Lights In The Sky Were Dancing And Pivoting Around Each Other Flying Off Into The Distance And Then Flying Back Toward Us,2/14/2014,42.7005556,-74.0341667,420
Anchorage,AK,Unknown,30,Weird Occurrence Over Anchorage,10/14/2013,61.2180556,-149.9002778,30
Pinetops,NC,Unknown,900,Really Strange Noises Heard.,10/14/2013,35.7883333,-77.6380556,900
Longmont,CO,Circle,3,White Object Traveling Very Fast Nw To Se.,10/23/2013,40.1672222,-105.1013889,3
Fairfax,VT,Light,1200,Bright Stationary Light.,10/14/2013,44.6652778,-73.0091667,1200
Clark,WY,Unknown,120,6 Invisible Objects Con Trails Only.  ((Nuforc Note:  They Look Like Normal Contrails To Us.  Can See Trace Of Plane We Believe.  Pd)),10/14/2013,44.8994444,-109.1502778,120
Bude,MS,Cylinder,300,White Rotating Cylinder Shaped Object Flies Over House.,10/14/2013,31.4627778,-90.85,300
Dane County,WI,Fireball,14400,Fire Balls Arrive In Dane County Wi.,10/14/2013,43.2505556,-89.5013889,14400
Bruceville,IN,Triangle,2,Triangle Shaped Object Hovering At Tree Level.  Bright Green Center Light.,11/11/2013,38.7594444,-87.4155556,2
Chandler,AZ,Sphere,300,6 Or 7 Orange Flickering Orbs In A Line Formation Over Chandler And Gilbert Az On 10/5/13.,10/23/2013,33.3061111,-111.8405556,300
Kaanapali,HI,Fireball,300,Three Orange Fire Like Balls Moving Across The Night Sky.,10/14/2013,20.9316667,-156.6972222,300
Nashville,TN,Circle,30,Two Bright Star-Ish Lights Moving Parallel Over Nashville Sky.,10/14/2013,36.1658333,-86.7844444,30
Colchester,VT,Light,60,Stargazing Clear Night. Very Bright Light Dimmed Back 90 Percent Proceeded At A Slow Silent Pace South East.,10/23/2013,44.5438889,-73.1483333,60
Seymour,MO,Light,60,Low Flying Slow Moving 5 Lights Perfectly Spaced At All Times  Dissipated One By One.,10/14/2013,37.1463889,-92.7686111,60
Seaside,OR,Light,900,White Lights Over Pacific Ocean.,10/14/2013,45.9933333,-123.9213889,900
Spokane,WA,Sphere,900,Orange Spherical Orbs Doing A Brilliant Show Over The City Sky.  Over 10 Witnesses On The Scene.,10/14/2013,47.6588889,-117.425,900
Salem,MA,Light,780,Three Orbiting Lights Visualized In Western Sky Over Salem Ma.,10/14/2013,42.5194444,-70.8972222,780
Boca Raton,FL,Formation,300,5 Red Circles Hovering Looked Light Lining Of A Structure....Until I Realized There Is No Structure.,10/14/2013,26.3583333,-80.0833333,300
Nashville,TN,Fireball,1800,Three Bright Orange Lights Seen Flying Low Over East Nashville.,10/14/2013,36.1658333,-86.7844444,1800
Spokane,WA,Sphere,300,Multiple Orange Orbs Over Downtown Spokane.,10/14/2013,47.6588889,-117.425,300
Daphne,AL,Light,23,Formation Of 10-15 Bright White Lights Moving East To Northwest Over Daphne Alabama.,10/14/2013,30.6033333,-87.9036111,23
Rexburg,ID,Formation,3,My Daughter And I Saw 5-7 White Lights In A Shifting Formation Travel Quickly Across The Idaho Night Sky In A Southwesterly Direction.,10/14/2013,43.8261111,-111.7888889,3
Encinitas,CA,Circle,120,Glowing/Pulsating Orange Light Moving Quickly  Erratically In San Diego Ca.,10/14/2013,33.0369444,-117.2911111,120
Aptos,CA,Disk,120,Disc Shaped Object With Multi-Colored Light Array On Bottom Observed In Santa Cruz County Ca.,10/14/2013,36.9772222,-121.8983333,120
Oviedo,FL,Circle,30,A Grid Formation Of 30 Or 36 Lights No Noise.,10/14/2013,28.6697222,-81.2083333,30
Lewisville,TX,Light,300,Bright Red Light Moving Very Fast Across Sky Then Disappeared.,10/14/2013,33.0461111,-96.9938889,300
Eugene,OR,Fireball,300,10 Orange Orbs Moving Slow From East To West.  Last One Hovered Before It Vanished. No Sound.,10/14/2013,44.0522222,-123.0855556,300
Rockaway Beach,OR,Light,240,Unexplainable Light Moving In A Ways Not Achievable By Known Aircraft.,10/14/2013,45.6136111,-123.9416667,240
Whippany,NJ,Disk,1800,Noticed Lights In The Sky Just Above Tree Tops,7/25/2004,40.8244444,-74.4175,1800
El Centro (A Few Miles West Of),CA,Light,1800,Orange Nocturnal Light,8/5/2001,32.7919444,-115.5622222,1800
Chicago,IL,Oval,180,I Saw A Ufo With Over 500 Witnesses And It Was Real And It Was Large And Round.,2/18/2001,41.85,-87.65,180
Puyallup,WA,,900,Man Witnesses Small Whitish Blue-Green Ball Pass Overhead Flying To East.,11/2/1999,47.1855556,-122.2916667,900
Kansas City,KS,Unknown,35,Very Bright Blue Strobbing/Pulsing Light In Center Of Some Type Of Craft That Flew Over House Illuminating Ground...,1/28/1999,39.1141667,-94.6272222,35
San Francisco,CA,Triangle,1800,Boomerang Shaped Objects W/ Dark  Light Color Scheme,10/30/2006,37.775,-122.4183333,1800
New York City (Manhattan),NY,Triangle,1200,Boomerang-Shape Dividing? Objects.,8/28/2003,40.7141667,-74.0063889,1200
Fire Island (Long Island),NY,Other,2700,Fire Island Up Close Encounter With A Ufo.,4/27/2004,40.6475,-73.1463889,2700
Vass (Town Of On Hwy #1),NC,Circle,3,I Saw A Green Irredesent Ball In The Sky,11/19/1998,35.2561111,-79.2825,3
Denver,CO,Fireball,2,Red Fireball With Red Tail Traveling East To West,11/1/1998,39.7391667,-104.9841667,2
Cream Ridge,NJ,Triangle,16,Three Small White Lights In Triangle Formation Flew Over Head At Night Then Disappeared Suddenly.,4/1/2001,40.135,-74.5244444,16
Wichita,KS,Light,15,I Cannot Call This A Report Of A Flying Object...It Is More A Report Of A Light In The Sky. I Was Standing In My Front Yard Facing Sou,10/19/1999,37.6922222,-97.3372222,15
